Therapeut	Therapeut	00:00:01.604	1.604	00:00:04.666	4.666	00:00:03.062	3.062	fill
Therapeut	Therapeut	00:00:08.046	8.046	00:00:12.476	12.476	00:00:04.430	4.43	fill
Therapeut	Therapeut	00:00:12.476	12.476	00:00:16.773	16.773	00:00:04.297	4.297	fill
Therapeut	Therapeut	00:00:24.450	24.45	00:00:26.357	26.357	00:00:01.907	1.907	fill
Therapeut	Therapeut	00:00:27.457	27.457	00:00:38.416	38.416	00:00:10.959	10.959	fill
Therapeut	Therapeut	00:00:38.416	38.416	00:00:46.369	46.369	00:00:07.953	7.953	fill
Therapeut	Therapeut	00:00:49.468	49.468	00:00:56.976	56.976	00:00:07.508	7.508	fill
Therapeut	Therapeut	00:00:59.152	59.152	00:01:00.333	60.333	00:00:01.181	1.181	fill
Therapeut	Therapeut	00:01:07.939	67.939	00:01:08.670	68.67	00:00:00.731	0.731	fill
Therapeut	Therapeut	00:01:18.129	78.129	00:01:18.845	78.845	00:00:00.716	0.716	fill
Therapeut	Therapeut	00:01:24.609	84.609	00:01:25.321	85.321	00:00:00.712	0.712	fill
Therapeut	Therapeut	00:01:26.299	86.299	00:01:27.166	87.166	00:00:00.867	0.867	fill
Therapeut	Therapeut	00:01:27.767	87.767	00:01:30.130	90.13	00:00:02.363	2.363	fill
Therapeut	Therapeut	00:01:31.679	91.679	00:01:32.428	92.428	00:00:00.749	0.749	fill
Therapeut	Therapeut	00:01:34.154	94.154	00:01:34.416	94.416	00:00:00.262	0.262	fill
Therapeut	Therapeut	00:01:35.729	95.729	00:01:39.797	99.797	00:00:04.068	4.068	fill
Therapeut	Therapeut	00:01:43.268	103.268	00:01:44.643	104.643	00:00:01.375	1.375	fill
Therapeut	Therapeut	00:01:44.655	104.655	00:01:56.083	116.083	00:00:11.428	11.428	fill
Therapeut	Therapeut	00:02:02.489	122.489	00:02:03.278	123.278	00:00:00.789	0.789	fill
Therapeut	Therapeut	00:02:04.442	124.442	00:02:05.357	125.357	00:00:00.915	0.915	fill
Therapeut	Therapeut	00:02:08.843	128.843	00:02:09.619	129.619	00:00:00.776	0.776	fill
Therapeut	Therapeut	00:02:10.901	130.901	00:02:11.523	131.523	00:00:00.622	0.622	fill
Therapeut	Therapeut	00:02:14.256	134.256	00:02:14.928	134.928	00:00:00.672	0.672	fill
Therapeut	Therapeut	00:02:21.032	141.032	00:02:21.916	141.916	00:00:00.884	0.884	fill
Therapeut	Therapeut	00:02:24.251	144.251	00:02:32.630	152.63	00:00:08.379	8.379	fill
Therapeut	Therapeut	00:02:33.595	153.595	00:02:34.464	154.464	00:00:00.869	0.869	fill
Therapeut	Therapeut	00:02:35.096	155.096	00:02:35.821	155.821	00:00:00.725	0.725	fill
Therapeut	Therapeut	00:02:36.002	156.002	00:02:39.000	159.0	00:00:02.998	2.998	fill
Therapeut	Therapeut	00:02:44.165	164.165	00:02:44.869	164.869	00:00:00.704	0.704	fill
Therapeut	Therapeut	00:02:47.771	167.771	00:02:48.562	168.562	00:00:00.791	0.791	fill
Therapeut	Therapeut	00:02:49.136	169.136	00:02:52.452	172.452	00:00:03.316	3.316	fill
Therapeut	Therapeut	00:02:59.486	179.486	00:03:07.880	187.88	00:00:08.394	8.394	fill
Therapeut	Therapeut	00:03:09.570	189.57	00:03:12.333	192.333	00:00:02.763	2.763	fill
Therapeut	Therapeut	00:03:12.333	192.333	00:03:14.642	194.642	00:00:02.309	2.309	fill
Therapeut	Therapeut	00:03:14.642	194.642	00:03:17.095	197.095	00:00:02.453	2.453	fill
Therapeut	Therapeut	00:03:17.095	197.095	00:03:19.035	199.035	00:00:01.940	1.94	fill
Therapeut	Therapeut	00:03:21.550	201.55	00:03:22.214	202.214	00:00:00.664	0.664	fill
Therapeut	Therapeut	00:03:26.569	206.569	00:03:27.952	207.952	00:00:01.383	1.383	fill
Therapeut	Therapeut	00:03:28.135	208.135	00:03:29.031	209.031	00:00:00.896	0.896	fill
Therapeut	Therapeut	00:03:31.702	211.702	00:03:38.250	218.25	00:00:06.548	6.548	fill
Therapeut	Therapeut	00:03:40.356	220.356	00:03:41.369	221.369	00:00:01.013	1.013	fill
Therapeut	Therapeut	00:03:42.657	222.657	00:03:43.416	223.416	00:00:00.759	0.759	fill
Therapeut	Therapeut	00:03:50.255	230.255	00:03:53.595	233.595	00:00:03.340	3.34	fill
Therapeut	Therapeut	00:03:58.764	238.764	00:04:00.952	240.952	00:00:02.188	2.188	fill
Therapeut	Therapeut	00:04:06.103	246.103	00:04:06.940	246.94	00:00:00.837	0.837	fill
Therapeut	Therapeut	00:04:07.756	247.756	00:04:08.742	248.742	00:00:00.986	0.986	fill
Therapeut	Therapeut	00:04:09.286	249.286	00:04:09.971	249.971	00:00:00.685	0.685	fill
Therapeut	Therapeut	00:04:09.976	249.976	00:04:49.023	289.023	00:00:39.047	39.047	fill
Therapeut	Therapeut	00:04:50.666	290.666	00:04:54.297	294.297	00:00:03.631	3.631	fill
Therapeut	Therapeut	00:05:13.639	313.639	00:05:14.532	314.532	00:00:00.893	0.893	fill
Therapeut	Therapeut	00:05:16.416	316.416	00:05:17.214	317.214	00:00:00.798	0.798	fill
Therapeut	Therapeut	00:05:17.261	317.261	00:05:18.384	318.384	00:00:01.123	1.123	fill
Therapeut	Therapeut	00:05:18.384	318.384	00:05:22.678	322.678	00:00:04.294	4.294	fill
Therapeut	Therapeut	00:05:24.923	324.923	00:05:25.845	325.845	00:00:00.922	0.922	fill
Therapeut	Therapeut	00:05:29.613	329.613	00:05:30.424	330.424	00:00:00.811	0.811	fill
Therapeut	Therapeut	00:05:31.750	331.75	00:05:32.690	332.69	00:00:00.940	0.94	fill
Therapeut	Therapeut	00:05:32.745	332.745	00:05:33.304	333.304	00:00:00.559	0.559	fill
Therapeut	Therapeut	00:05:33.309	333.309	00:05:38.642	338.642	00:00:05.333	5.333	fill
Therapeut	Therapeut	00:05:41.231	341.231	00:05:41.726	341.726	00:00:00.495	0.495	fill
Therapeut	Therapeut	00:05:41.797	341.797	00:05:42.750	342.75	00:00:00.953	0.953	fill
Therapeut	Therapeut	00:05:44.073	344.073	00:05:44.878	344.878	00:00:00.805	0.805	fill
Therapeut	Therapeut	00:05:47.083	347.083	00:05:47.869	347.869	00:00:00.786	0.786	fill
Therapeut	Therapeut	00:05:49.302	349.302	00:05:50.534	350.534	00:00:01.232	1.232	fill
Therapeut	Therapeut	00:05:50.534	350.534	00:05:57.511	357.511	00:00:06.977	6.977	fill
Therapeut	Therapeut	00:06:06.619	366.619	00:06:07.342	367.342	00:00:00.723	0.723	fill
Therapeut	Therapeut	00:06:08.605	368.605	00:06:09.546	369.546	00:00:00.941	0.941	fill
Therapeut	Therapeut	00:06:09.760	369.76	00:06:10.238	370.238	00:00:00.478	0.478	fill
Therapeut	Therapeut	00:06:11.151	371.151	00:06:12.451	372.451	00:00:01.300	1.3	fill
Therapeut	Therapeut	00:06:12.451	372.451	00:06:15.595	375.595	00:00:03.144	3.144	fill
Therapeut	Therapeut	00:06:16.511	376.511	00:06:18.154	378.154	00:00:01.643	1.643	fill
Therapeut	Therapeut	00:06:24.795	384.795	00:06:25.328	385.328	00:00:00.533	0.533	fill
Therapeut	Therapeut	00:06:25.328	385.328	00:06:26.309	386.309	00:00:00.981	0.981	fill
Therapeut	Therapeut	00:06:26.422	386.422	00:06:27.297	387.297	00:00:00.875	0.875	fill
Therapeut	Therapeut	00:06:29.202	389.202	00:06:56.476	416.476	00:00:27.274	27.274	fill
Therapeut	Therapeut	00:06:58.082	418.082	00:07:11.654	431.654	00:00:13.572	13.572	fill
Therapeut	Therapeut	00:07:16.624	436.624	00:07:17.510	437.51	00:00:00.886	0.886	fill
Therapeut	Therapeut	00:07:18.160	438.16	00:08:42.892	522.892	00:01:24.732	84.732	fill
Therapeut	Therapeut	00:08:45.523	525.523	00:08:46.285	526.285	00:00:00.762	0.762	fill
Therapeut	Therapeut	00:08:46.285	526.285	00:08:49.285	529.285	00:00:03.000	3.0	fill
Therapeut	Therapeut	00:08:52.504	532.504	00:08:53.290	533.29	00:00:00.786	0.786	fill
Therapeut	Therapeut	00:08:54.714	534.714	00:09:09.659	549.659	00:00:14.945	14.945	fill
Therapeut	Therapeut	00:09:09.659	549.659	00:09:10.083	550.083	00:00:00.424	0.424	fill
Therapeut	Therapeut	00:09:11.511	551.511	00:09:12.341	552.341	00:00:00.830	0.83	fill
Therapeut	Therapeut	00:09:12.341	552.341	00:09:41.595	581.595	00:00:29.254	29.254	fill
Therapeut	Therapeut	00:09:41.952	581.952	00:09:47.428	587.428	00:00:05.476	5.476	fill
Therapeut	Therapeut	00:09:47.976	587.976	00:09:56.750	596.75	00:00:08.774	8.774	fill
Therapeut	Therapeut	00:09:57.047	597.047	00:10:29.202	629.202	00:00:32.155	32.155	fill
Therapeut	Therapeut	00:10:30.476	630.476	00:10:31.428	631.428	00:00:00.952	0.952	fill
Therapeut	Therapeut	00:10:35.086	635.086	00:10:56.440	656.44	00:00:21.354	21.354	fill
Therapeut	Therapeut	00:10:59.821	659.821	00:11:23.869	683.869	00:00:24.048	24.048	fill
Therapeut	Therapeut	00:11:25.404	685.404	00:11:26.190	686.19	00:00:00.786	0.786	fill
Therapeut	Therapeut	00:11:28.035	688.035	00:11:28.857	688.857	00:00:00.822	0.822	fill
Therapeut	Therapeut	00:11:34.981	694.981	00:11:42.428	702.428	00:00:07.447	7.447	fill
Therapeut	Therapeut	00:11:42.428	702.428	00:11:56.166	716.166	00:00:13.738	13.738	fill
Therapeut	Therapeut	00:11:56.678	716.678	00:12:24.571	744.571	00:00:27.893	27.893	fill
Therapeut	Therapeut	00:12:28.671	748.671	00:12:29.043	749.043	00:00:00.372	0.372	fill
Therapeut	Therapeut	00:12:30.511	750.511	00:12:39.369	759.369	00:00:08.858	8.858	fill
Therapeut	Therapeut	00:12:41.142	761.142	00:12:41.678	761.678	00:00:00.536	0.536	fill
Therapeut	Therapeut	00:12:42.223	762.223	00:12:51.940	771.94	00:00:09.717	9.717	fill
Therapeut	Therapeut	00:12:51.940	771.94	00:12:57.214	777.214	00:00:05.274	5.274	fill
Therapeut	Therapeut	00:13:00.412	780.412	00:13:00.811	780.811	00:00:00.399	0.399	fill
Therapeut	Therapeut	00:13:03.053	783.053	00:13:03.748	783.748	00:00:00.695	0.695	fill
Therapeut	Therapeut	00:13:04.833	784.833	00:13:09.369	789.369	00:00:04.536	4.536	fill
Therapeut	Therapeut	00:13:10.357	790.357	00:13:15.011	795.011	00:00:04.654	4.654	fill
Therapeut	Therapeut	00:13:17.035	797.035	00:13:26.904	806.904	00:00:09.869	9.869	fill
Therapeut	Therapeut	00:13:27.571	807.571	00:13:36.035	816.035	00:00:08.464	8.464	fill
Therapeut	Therapeut	00:13:41.119	821.119	00:13:41.726	821.726	00:00:00.607	0.607	fill
Therapeut	Therapeut	00:13:43.677	823.677	00:13:49.785	829.785	00:00:06.108	6.108	fill
Therapeut	Therapeut	00:13:51.607	831.607	00:13:56.535	836.535	00:00:04.928	4.928	fill
Therapeut	Therapeut	00:13:57.376	837.376	00:13:58.547	838.547	00:00:01.171	1.171	fill
Therapeut	Therapeut	00:14:01.321	841.321	00:14:02.000	842.0	00:00:00.679	0.679	fill
